TimeStamp, Latitude, Longitude, Altitude, PM25, RelativeHumidity, Temperature, vocIndex, noxIndex, ButtonPress, PressurehPa,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.4
,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.4
22:14:54 19/01/0024,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.3
22:14:54 19/01/0024,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.3
22:14:54 19/01/0024,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.3
22:14:54 19/01/0024,0.000000,0.000000,0.0000,10.600,70.050,19.620,82.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:13 19/01/0024,37.733006,-122.42881,67.199,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:14 19/01/0024,37.732994,-122.42897,80.900,10.600,70.040,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:15 19/01/0024,37.732975,-122.42912,91.400,10.700,70.029,19.625,83.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.4
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.700,70.019,19.625,83.000,1.0000,0.0000,1007.4
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
22:15:16 19/01/0024,37.732967,-122.42923,95.000,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.4
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.4
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
22:15:17 19/01/0024,37.732933,-122.42932,101.80,10.800,70.029,19.625,84.000,1.0000,0.0000,1007.3
